#cores	queue_ms_lb			queue_ms_lf			queue_optik1			queue_optik2			priorityqueue_lotanshavit_lf		
1	0	0.337624	0.10447	0	0.26899	0	0	0.350327	0.0113224	0	0.240022	0.0118349	0	1.02571	0.130507
16	0	15.8752	23.6528	0	6.4222	2.03845	0	12.1337	1.4624	0	5.52014	3.43876	0	40.0497	5.86866
32	0	34.8424	50.0368	0	17.1692	5.16602	0	29.1667	3.17442	0	14.5071	8.58258	0	128.418	6.37609
48	0	54.74	92.881	0	27.6409	8.1473	0	47.0126	4.8177	0	23.3056	13.1647	0	256.326	6.8097
64	0	67.0085	124.969	0	35.1351	10.0422	0	60.4968	5.86951	0	30.2078	17.0634	0	344.086	9.09803
80	0	80.8109	151.298	0	44.6625	12.4416	0	76.4347	7.1762	0	39.1818	21.2627	0	465.197	9.18604
96	0	97.4369	183.628	0	55.7431	15.019	0	94.6704	8.70765	0	48.6362	25.9283	0	560.429	12.784
112	0	117.043	205.225	0	65.6211	17.3452	0	111.285	9.88945	0	56.832	29.9136	0	625.885	11.5283
128	0	141.813	234.669	0	76.6407	19.906	0	131.913	11.1119	0	66.3695	34.2953	0	722.155	13.975
