#cores	queue_ms_lb			queue_ms_lf			queue_optik1			queue_optik2			priorityqueue_lotanshavit_lf			
1	0	0.429115	0.229052	0	0.272269	0.0414394	0	0.504026	0.0620672	0	0.275272	0.0669486	0	1.25725	0.303188	
8	0	12.0888	11.3526	0	5.79535	1.83302	0	10.0825	1.1834	0	5.73506	2.34567	0	20.7536	3.83253	
16	0	28.8017	29.0531	0	12.0725	3.74221	0	21.4864	2.42144	0	12.2147	4.59618	0	52.7431	10.1821	
24	0	42.0425	43.8258	0	18.7645	5.62025	0	31.4915	3.01267	0	18.7842	6.24073	0	94.7595	17.4558	
32	0	55.3398	57.6633	0	24.369	7.50612	0	43.4481	3.70779	0	25.8774	8.47771	0	141.047	24.0336	
40	0	67.4701	74.1555	0	32.931	9.33063	0	54.958	4.86956	0	32.2951	11.422	0	186.239	30.0715	
48	0	83.2776	82.7561	0	39.2928	11.2421	0	68.0296	5.01525	0	40.9654	13.5748	0	256.972	31.3589	
56	0	92.4392	104.463	0	47.3857	13.0889	0	78.3104	6.20191	0	46.0599	15.9197	0	286.523	29.3572	
64	0	112.769	119.131	0	54.8767	14.7761	0	89.7839	6.39556	0	55.0501	17.6897	0	363.944	36.1692	
