#cores	linkedlist_harris_opt			linkedlist_lazy			linkedlist_optik			linkedlist_pugh		
1	2.49249	2.47112	2.44896	2.20517	2.27371	2.22829	2.22179	2.1706	2.30303	2.18284	2.2422	2.2136
16	10.1114	9.80462	9.70155	10.3115	10.6627	10.5556	9.91582	9.56835	9.62429	10.3039	10.592	10.5805
32	5.53088	7.02685	5.69151	5.25801	6.88292	6.12311	5.23938	6.48463	5.72696	5.26022	6.20504	5.95992
48	5.26751	6.71222	5.35721	5.22626	7.24994	6.70399	4.95318	6.49319	5.52669	5.15604	6.77356	6.34193
64	5.75839	6.79195	5.76647	5.7264	9.01	7.83489	5.5451	7.52342	6.21381	5.63315	8.94232	7.66959
80	6.02865	7.50782	5.99771	6.01484	11.4652	9.83513	5.80366	6.76962	6.37638	5.90852	10.5511	8.4718
96	6.29803	8.34409	6.25943	6.31838	15.536	11.732	6.09622	7.95129	6.68246	6.15508	15.0086	11.5264
112	7.31965	10.7914	7.25502	6.87933	29.0653	24.4929	7.14454	12.4161	9.13779	6.75048	24.2265	19.3991
128	8.51316	15.6794	8.25936	7.50281	43.7945	36.6975	8.4405	19.0686	11.5458	7.41986	42.7511	34.638
