#cores	hashtable_copy			hashtable_java			hashtable_optik1			
1	0.0129023	0.41758	0.389107	0	0.0738626	0.00525799	0	0.136002	1.81502	
6	0.0713396	1.33094	1.26375	0.0410507	0.180978	0.0993912	0.0144532	0.192186	0.0542892	
13	0.222617	3.38009	3.29514	0.101659	0.320835	0.202024	0.0733608	0.355632	0.137151	
19	0.291193	4.99535	5.18021	0.118287	0.355134	0.249628	0.11325	0.437869	0.194648	
26	0.462346	8.95483	8.9279	0.138541	0.458666	0.297207	0.142898	0.580649	0.225829	
33	0.624355	16.7033	15.9954	0.135722	0.520515	0.321526	0.145628	0.780859	0.241725	
39	0.617785	25.0491	23.4512	0.148381	0.624258	0.375495	0.152535	1.06486	0.265123	
46	0.653728	42.0713	38.3596	0.172123	1.15297	0.643439	0.156177	1.32528	0.339689	
53	0.566113	35.371	32.4514	0.147749	1.18888	0.714723	0.162811	1.8832	0.424508	
