#cores	stack_lock			stack_treiber			
1	0	0.305812	0.112571	0	0.128381	0.00143463	
6	0	3.31873	2.30219	0	0.770431	0.998673	
13	0	7.76939	6.25251	0	1.70638	2.54815	
19	0	12.7725	10.9946	0	2.53656	3.96678	
26	0	16.2669	14.2721	0	3.59147	5.8089	
33	0	20.6774	17.7819	0	4.43762	7.59915	
39	0	24.4148	21.9204	0	5.41445	9.13768	
46	0	28.2143	25.0104	0	6.37705	10.6768	
53	0	29.1593	25.6815	0	7.3925	12.1913	
