#cores	skiplist_fraser			skiplist_herlihy_lb			skiplist_optik1			skiplist_pugh			skiplist_seq			
1	0.432213	1.77953	0.647158	0.177395	0.857206	0.454933	0.20325	0.975351	0.469345	0.187444	0.922989	0.35283	0.206082	0.748536	0.305858	
8	0.834041	5.45984	1.49273	0.56573	3.13843	1.48284	0.602377	4.39834	1.60798	0.604988	3.02624	1.38963	0.669716	3.14659	0.930851	
16	1.35482	12.2018	2.16976	1.00767	5.18035	2.2129	1.06478	6.40168	2.0876	1.13621	5.74508	2.26324	1.22621	5.74953	1.53551	
24	1.76528	15.6831	2.63482	1.43704	8.08772	3.19214	1.54753	11.2555	2.97872	1.65762	7.76215	3.18927	1.52739	7.00077	1.93489	
32	2.73623	25.1108	3.85248	1.84474	12.2678	4.49513	1.86748	13.7394	3.45064	2.22053	11.2215	4.636	2.02703	9.56973	2.45601	
40	2.83122	32.5633	4.18026	2.14929	19.5653	8.13602	2.31581	21.9341	5.36598	2.40739	16.0695	7.86581	2.2866	13.1129	2.78885	
48	3.22391	52.0261	4.33024	2.92596	44.8218	20.7162	2.53654	26.3417	7.32319	2.2722	21.44	16.5786	2.76366	18.8214	3.61077	
56	3.54076	57.2248	4.79059	3.01474	65.7082	31.9008	2.77558	40.4416	9.47559	2.10414	33.0212	30.0352	3.04717	26.1251	3.4922	
64	3.80639	72.6208	5.70438	4.04544	115.295	54.8402	2.87872	40.1917	11.1843	1.87174	46.6511	51.4911	3.19093	25.5989	4.46762	
