#cores	hashtable_copy			hashtable_java			hashtable_optik1		
1	0.0131527	0.458532	0.58545	0.00157838	0.115604	0.0189536	0	0.163705	0.00989946
16	0.473715	6.12512	6.21474	0.2406	0.645486	0.455536	0.182188	0.722576	0.335663
32	1.00821	29.1098	27.2284	0.267572	0.874884	0.57283	0.224811	1.11186	0.397998
48	0.788185	66.1462	61.4487	0.27066	1.36883	0.815685	0.288178	1.89551	0.497767
64	0.802127	99.3976	90.4483	0.252628	2.47936	1.51911	0.310236	3.05889	0.557708
80	0.868915	149.128	137.941	0.259646	3.55269	2.16315	0.313776	4.37552	0.633574
96	0.931464	238.332	216.654	0.265406	5.1177	3.0343	0.290117	7.01726	0.816926
112	1.08663	309.881	288.713	0.27413	6.96475	4.14967	0.291033	10.1562	1.01678
128	1.19734	404.321	377.416	0.287268	9.04285	5.14739	0.283141	13.7287	1.1985
