#cores	hashtable_copy			hashtable_java			hashtable_optik1		
1	0.0096602	0.935045	0.779377	0	0.0856964	0.0149707	0	0.139657	0.00857539
16	0.313965	7.56117	7.65825	0.176466	0.595953	0.407188	0.159438	0.648348	0.315859
32	0.818699	26.4165	25.1584	0.182772	0.752151	0.486773	0.181959	1.02112	0.343885
48	0.599289	75.8169	71.0602	0.207865	1.17649	0.601366	0.19681	1.71021	0.378779
64	0.672531	105.442	98.6083	0.226329	1.59533	0.802952	0.232049	3.02342	0.437076
80	0.629289	163.854	154.951	0.218057	2.42646	1.17194	0.243657	4.4274	0.467857
96	0.690296	257.771	238.036	0.334919	3.52687	1.70353	0.24277	6.57889	0.507133
112	0.756322	348.446	320.172	0.333195	5.66051	3.08372	0.241101	10.1855	0.775573
128	0.915865	465.513	444.156	0.292693	8.16636	4.64647	0.237417	16.5728	0.916222
