#cores	hashtable_copy			hashtable_java			hashtable_optik1			
1	0.0754252	1.02258	0.98756	0.0264193	0.165621	0.05713	0.0161055	0.204882	0.0451306	
8	0.355687	7.15559	7.63565	0.132748	0.968908	0.351586	0.106351	0.936053	0.24746	
16	0.716719	15.7152	15.4594	0.246645	1.55326	0.495103	0.170203	1.5722	0.295636	
24	1.11644	28.3778	27.7081	0.329364	2.12161	0.697078	0.20662	2.75089	0.323427	
32	1.74095	69.4952	69.4711	0.386007	2.74045	0.785571	0.252516	4.0809	0.385324	
40	1.68246	117.681	109.805	0.430197	4.12798	1.50973	0.283394	6.56822	0.552418	
48	1.90376	144.343	134.759	0.458724	5.22149	2.32032	0.32018	9.04492	0.78836	
56	2.05868	183.516	164.952	0.484331	7.2328	3.38515	0.35199	12.2977	1.01521	
64	2.1368	223.069	206.188	0.516703	8.98958	4.57413	0.368358	14.7649	1.192	
